vramUsedBytes,gpuHandle
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
1798696960,0
